Id,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002AAAmUAAX,3677600,Fair,B,64358,Mobile,Subsidiary,
001am00002AAAmVAAX,5849200,Excellent,B,102361,Mobile,Private,
001am00002AAAmWAAX,8655200,Good,B,151466,Mobile,Private,
001am00002AAAmXAAX,7032000,Good,B,123060,Call Center,Private,
001am00002AAAmYAAX,8066400,Excellent,B,141162,Call Center,Public,BROW
001am00002AAAmZAAX,3738800,Fair,B,65429,Other,Public,BAKE
001am00002AAAmaAAH,1915200,Good,B,33516,Other,Private,
001am00002AAAmbAAH,4367600,Excellent,B,76433,Web,Private,
001am00002AAAmcAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAAmdAAH,3632000,Fair,B,63560,Web,Private,
001am00002AAAmeAAH,7410400,Excellent,B,129682,Branch,Private,
001am00002AAAmfAAH,1000000,Fair,B,25000,Branch,Private,
001am00002AAAmgAAH,2320400,Good,B,40607,Mobile,Private,
001am00002AAAmhAAH,1631200,Good,B,28546,Call Center,Private,
001am00002AAAmiAAH,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAmjAAH,4460000,Fair,B,78050,Other,Private,
001am00002AAAmkAAH,14406000,Excellent,B,252105,Other,Private,
001am00002AAAmlAAH,1623200,Fair,B,28406,Call Center,Private,
001am00002AAAmmAAH,4137600,Excellent,B,72408,Mobile,Private,
001am00002AAAmnAAH,3054000,Fair,B,53445,Web,Private,
001am00002AAAmoAAH,2256400,Fair,B,39487,Web,Private,
001am00002AAAmpAAH,1298800,Good,B,25000,Branch,Private,
001am00002AAAmqAAH,11152400,Good,B,195167,Other,Private,
001am00002AAAmrAAH,5872000,Excellent,B,102760,Mobile,Private,
001am00002AAAmsAAH,7435200,Good,B,130116,Other,Private,
001am00002AAAmtAAH,2183200,Good,B,38206,Other,Private,
001am00002AAAmuAAH,2752400,Good,B,48167,Mobile,Private,
001am00002AAAmvAAH,1801600,Good,B,31528,Mobile,Private,
001am00002AAAmwAAH,3441600,Good,B,60228,Mobile,Other,
001am00002AAAmxAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAAmyAAH,4233600,Good,B,74088,Web,Private,
001am00002AAAmzAAH,1322000,Fair,B,25000,Mobile,Private,
001am00002AAAn0AAH,8125200,Good,B,142191,Web,Private,
001am00002AAAn1AAH,6334800,Excellent,B,110859,Web,Other,
001am00002AAAn2AAH,2750000,Fair,B,48125,Branch,Private,
001am00002AAAn3AAH,3826000,Good,B,66955,Mobile,Private,
001am00002AAAn4AAH,4665600,Good,B,81648,Web,Private,
001am00002AAAn5AAH,1098400,Good,B,25000,Call Center,Private,
001am00002AAAn6AAH,8320800,Good,B,145614,Branch,Private,
001am00002AAAn7AAH,1332400,Fair,B,25000,Mobile,Private,
001am00002AAAn8AAH,5426000,Good,B,94955,Branch,Private,
001am00002AAAn9AAH,3254000,Good,B,56945,Other,Private,
001am00002AAAnAAAX,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAnBAAX,5057200,Excellent,B,88501,Other,Private,
001am00002AAAnCAAX,3180000,Good,B,55650,Branch,Private,
001am00002AAAnDAAX,1287600,Fair,B,25000,Other,Private,
001am00002AAAnEAAX,1000000,Fair,B,25000,Call Center,Private,
001am00002AAAnFAAX,1000000,Fair,B,25000,Branch,Private,
001am00002AAAnGAAX,8442000,Excellent,B,147735,Mobile,Private,
001am00002AAAnHAAX,2590800,Fair,B,45339,Mobile,Private,
001am00002AAAnIAAX,6040800,Excellent,B,105714,Call Center,Private,
001am00002AAAnJAAX,1827600,Good,B,31983,Branch,Private,
001am00002AAAnKAAX,13622000,Good,B,238385,Web,Private,
001am00002AAAnLAAX,18060800,Excellent,B,316064,Web,Subsidiary,
001am00002AAAnMAAX,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAnNAAX,1282400,Fair,B,25000,Mobile,Other,
001am00002AAAnOAAX,13991600,Excellent,B,244853,Mobile,Public,WILS
001am00002AAAnPAAX,3614800,Fair,B,63259,Other,Private,
001am00002AAAnQAAX,3320800,Fair,B,58114,Branch,Private,
001am00002AAAnRAAX,1000000,Good,B,25000,Branch,Private,
001am00002AAAnSAAX,1588800,Poor,B,27804,Other,Private,
001am00002AAAnTAAX,2247600,Fair,B,39333,Web,Private,
001am00002AAAnUAAX,1898800,Excellent,B,33229,Other,Private,
001am00002AAAnVAAX,2062800,Poor,B,36099,Other,Private,
001am00002AAAnWAAX,11490000,Good,B,201075,Mobile,Public,COOP
001am00002AAAnXAAX,2020400,Good,B,35357,Call Center,Private,
001am00002AAAnYAAX,2890400,Fair,B,50582,Web,Private,
001am00002AAAnZAAX,8658000,Good,B,151515,Mobile,Private,
001am00002AAAnaAAH,1830800,Fair,B,32039,Other,Private,
001am00002AAAnbAAH,1000000,Fair,B,25000,Mobile,Subsidiary,
001am00002AAAncAAH,2097200,Good,B,36701,Web,Private,
001am00002AAAndAAH,3184400,Fair,B,55727,Branch,Private,
001am00002AAAneAAH,1733200,Fair,B,30331,Web,Private,
001am00002AAAnfAAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAAngAAH,1590000,Poor,B,27825,Call Center,Public,PONC
001am00002AAAnhAAH,2114800,Good,B,37009,Mobile,Other,
001am00002AAAniAAH,9545200,Excellent,B,167041,Call Center,Private,
001am00002AAAnjAAH,1442000,Fair,B,25235,Call Center,Other,
001am00002AAAnkAAH,1516000,Fair,B,26530,Mobile,Public,SCHA
001am00002AAAnlAAH,2248400,Fair,B,39347,Mobile,Private,
001am00002AAAnmAAH,2308800,Fair,B,40404,Mobile,Private,
001am00002AAAnnAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAAnoAAH,2838400,Fair,B,49672,Mobile,Public,COOP
001am00002AAAnpAAH,4200400,Excellent,B,73507,Mobile,Private,
001am00002AAAnqAAH,1914400,Good,B,33502,Branch,Private,
001am00002AAAnrAAH,3174800,Good,B,55559,Branch,Private,
001am00002AAAnsAAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAAntAAH,4866000,Excellent,B,85155,Other,Public,MORA
001am00002AAAnuAAH,2114000,Fair,B,36995,Other,Private,
001am00002AAAnvAAH,5097200,Excellent,B,89201,Web,Private,
001am00002AAAnwAAH,2950000,Fair,B,51625,Mobile,Private,
001am00002AAAnxAAH,4176800,Good,B,73094,Branch,Private,
001am00002AAAnyAAH,1741200,Good,B,30471,Web,Private,
001am00002AAAnzAAH,2028000,Fair,B,35490,Web,Private,
001am00002AAAo0AAH,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAo1AAH,2635600,Good,B,46123,Branch,Public,DUKE
001am00002AAAo2AAH,4463600,Good,B,78113,Call Center,Private,
001am00002AAAo3AAH,4002400,Excellent,B,70042,Web,Private,
001am00002AAAo4AAH,3400000,Fair,B,59500,Other,Private,
001am00002AAAo5AAH,3363600,Good,B,58863,Branch,Private,
001am00002AAAo6AAH,1288400,Good,B,25000,Mobile,Private,
001am00002AAAo7AAH,5079200,Good,B,88886,Web,Private,
001am00002AAAo8AAH,7980000,Good,B,139650,Other,Subsidiary,
001am00002AAAo9AAH,6290400,Good,B,110082,Call Center,Public,AUST
001am00002AAAoAAAX,3475600,Excellent,B,60823,Web,Private,
001am00002AAAoBAAX,1190400,Fair,B,25000,Other,Public,COWA
001am00002AAAoCAAX,3899200,Good,B,68236,Branch,Private,
001am00002AAAoDAAX,1322400,Good,B,25000,Other,Private,
001am00002AAAoEAAX,7232000,Fair,B,126560,Branch,Public,POWE
001am00002AAAoFAAX,13653200,Excellent,B,238931,Other,Private,
001am00002AAAoGAAX,5864400,Excellent,B,102627,Branch,Private,
001am00002AAAoHAAX,7502000,Good,B,131285,Other,Private,
001am00002AAAoIAAX,9818000,Good,B,171815,Branch,Private,
001am00002AAAoJAAX,5962800,Excellent,B,104349,Web,Public,PITT
001am00002AAAoKAAX,7324400,Excellent,B,128177,Mobile,Other,
001am00002AAAoLAAX,1003200,Good,B,25000,Mobile,Private,
001am00002AAAoMAAX,1505600,Fair,B,26348,Branch,Private,
001am00002AAAoNAAX,3183600,Fair,B,55713,Web,Subsidiary,
001am00002AAAoOAAX,2467200,Fair,B,43176,Call Center,Private,
001am00002AAAoPAAX,12755200,Good,B,223216,Mobile,Private,
001am00002AAAoQAAX,2677200,Fair,B,46851,Mobile,Private,
001am00002AAAoRAAX,2854000,Fair,B,49945,Branch,Other,
001am00002AAAoSAAX,1628000,Fair,B,28490,Other,Private,
001am00002AAAoTAAX,1728000,Good,B,30240,Other,Private,
001am00002AAAoUAAX,1456400,Fair,B,25487,Web,Private,
001am00002AAAoVAAX,2878000,Poor,B,50365,Mobile,Private,
001am00002AAAoWAAX,1562000,Good,B,27335,Branch,Private,
001am00002AAAoXAAX,1556800,Excellent,B,27244,Call Center,Private,
001am00002AAAoYAAX,1805600,Good,B,31598,Call Center,Other,
001am00002AAAoZAAX,1616000,Fair,B,28280,Mobile,Subsidiary,
001am00002AAAoaAAH,5610400,Excellent,B,98182,Mobile,Private,
001am00002AAAobAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAAocAAH,12038000,Excellent,B,210665,Branch,Private,
001am00002AAAodAAH,1324800,Fair,B,25000,Web,Private,
001am00002AAAoeAAH,10127600,Good,B,177233,Other,Private,
001am00002AAAofAAH,3624800,Good,B,63434,Web,Public,JONE
001am00002AAAogAAH,5594000,Excellent,B,97895,Branch,Private,
001am00002AAAohAAH,5312000,Excellent,B,92960,Call Center,Private,
001am00002AAAoiAAH,4694000,Excellent,B,82145,Mobile,Private,
001am00002AAAojAAH,1499200,Good,B,26236,Mobile,Subsidiary,
001am00002AAAokAAH,1000000,Fair,B,25000,Branch,Private,
001am00002AAAolAAH,1000000,Good,B,25000,Web,Private,
001am00002AAAomAAH,4461600,Good,B,78078,Branch,Subsidiary,
001am00002AAAonAAH,1086400,Fair,B,25000,Call Center,Private,
001am00002AAAooAAH,4865600,Excellent,B,85148,Web,Private,
001am00002AAAopAAH,1007600,Good,B,25000,Other,Private,
001am00002AAAoqAAH,2804800,Poor,B,49084,Web,Subsidiary,
001am00002AAAorAAH,3252800,Good,B,56924,Other,Private,
001am00002AAAosAAH,4878800,Excellent,B,85379,Branch,Subsidiary,
001am00002AAAotAAH,1000000,Fair,B,25000,Branch,Private,
001am00002AAAouAAH,8522800,Excellent,B,149149,Mobile,Other,
001am00002AAAovAAH,6247200,Excellent,B,109326,Web,Private,
001am00002AAAowAAH,10780800,Excellent,B,188664,Web,Private,
001am00002AAAoxAAH,4146000,Excellent,B,72555,Call Center,Private,
001am00002AAAoyAAH,1295200,Fair,B,25000,Branch,Private,
001am00002AAAozAAH,13077600,Good,B,228858,Branch,Other,
001am00002AAAp0AAH,1577200,Good,B,27601,Web,Private,
001am00002AAAp1AAH,2844400,Fair,B,49777,Other,Private,
001am00002AAAp2AAH,1575200,Good,B,27566,Other,Private,
001am00002AAAp3AAH,4260000,Good,B,74550,Mobile,Subsidiary,
001am00002AAAp4AAH,1252800,Fair,B,25000,Call Center,Other,
001am00002AAAp5AAH,2336800,Fair,B,40894,Mobile,Subsidiary,
001am00002AAAp6AAH,1746000,Good,B,30555,Web,Other,
001am00002AAAp7AAH,7526400,Excellent,B,131712,Other,Private,
001am00002AAAp8AAH,4997200,Excellent,B,87451,Call Center,Private,
001am00002AAAp9AAH,3058800,Good,B,53529,Branch,Other,
001am00002AAApAAAX,1540400,Fair,B,26957,Mobile,Private,
001am00002AAApBAAX,6018400,Excellent,B,105322,Mobile,Public,ONEI
001am00002AAApCAAX,4509600,Good,B,78918,Mobile,Private,
001am00002AAApDAAX,1000000,Fair,B,25000,Other,Private,
001am00002AAApEAAX,1314800,Fair,B,25000,Branch,Private,
001am00002AAApFAAX,7630000,Excellent,B,133525,Mobile,Subsidiary,
001am00002AAApGAAX,1000000,Fair,B,25000,Web,Private,
001am00002AAApHAAX,1447600,Fair,B,25333,Call Center,Private,
001am00002AAApIAAX,2613600,Good,B,45738,Web,Private,
001am00002AAApJAAX,8651600,Excellent,B,151403,Call Center,Private,
001am00002AAApKAAX,2927600,Fair,B,51233,Mobile,Private,
001am00002AAApLAAX,4683200,Excellent,B,81956,Branch,Subsidiary,
001am00002AAApMAAX,6972000,Good,B,122010,Branch,Private,
001am00002AAApNAAX,4386800,Excellent,B,76769,Web,Private,
001am00002AAApOAAX,2551600,Fair,B,44653,Mobile,Private,
001am00002AAApPAAX,3416400,Good,B,59787,Call Center,Public,SCHR
001am00002AAApQAAX,5127200,Excellent,B,89726,Mobile,Private,
001am00002AAApRAAX,4465200,Good,B,78141,Branch,Private,
001am00002AAApSAAX,6945600,Excellent,B,121548,Branch,Public,MERR
001am00002AAApTAAX,1000000,Good,B,25000,Branch,Private,
001am00002AAApUAAX,22809200,Good,B,399161,Mobile,Private,
001am00002AAApVAAX,5037200,Excellent,B,88151,Call Center,Private,
001am00002AAApWAAX,4594400,Excellent,B,80402,Mobile,Private,
001am00002AAApXAAX,1904800,Fair,B,33334,Mobile,Public,JOHN
001am00002AAApYAAX,9524800,Fair,B,166684,Other,Private,
001am00002AAApZAAX,4511600,Good,B,78953,Web,Private,
001am00002AAApaAAH,1178400,Fair,B,25000,Web,Private,
001am00002AAApbAAH,5577200,Good,B,97601,Web,Public,VEGA
001am00002AAApcAAH,12660000,Good,B,221550,Mobile,Private,
001am00002AAApdAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAApeAAH,1328800,Good,B,25000,Other,Private,
001am00002AAApfAAH,6632000,Good,B,116060,Branch,Public,BRAD
001am00002AAApgAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAAphAAH,1616000,Fair,B,28280,Web,Public,PRIN
001am00002AAApiAAH,3196800,Excellent,B,55944,Other,Private,
001am00002AAApjAAH,2749600,Fair,B,48118,Call Center,Private,
001am00002AAApkAAH,1878400,Good,B,32872,Branch,Private,
001am00002AAAplAAH,1114800,Good,B,25000,Branch,Private,
001am00002AAApmAAH,4605200,Fair,B,80591,Mobile,Private,
001am00002AAApnAAH,1593200,Good,B,27881,Call Center,Private,
001am00002AAApoAAH,14045600,Excellent,B,245798,Call Center,Private,
001am00002AAAppAAH,7644800,Excellent,B,133784,Branch,Private,
001am00002AAApqAAH,2236000,Good,B,39130,Web,Private,
001am00002AAAprAAH,5980400,Excellent,B,104657,Other,Private,
001am00002AAApsAAH,2075600,Fair,B,36323,Other,Private,
001am00002AAAptAAH,6474800,Good,B,113309,Call Center,Private,
001am00002AAApuAAH,2236400,Good,B,39137,Web,Private,
001am00002AAApvAAH,1637200,Fair,B,28651,Other,Private,
001am00002AAApwAAH,1205200,Fair,B,25000,Mobile,Private,
001am00002AAApxAAH,5457600,Good,B,95508,Branch,Public,JOHN
001am00002AAApyAAH,11306000,Good,B,197855,Mobile,Private,
001am00002AAApzAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAAq0AAH,13780800,Fair,B,241164,Other,Private,
001am00002AAAq1AAH,3994400,Good,B,69902,Call Center,Private,
001am00002AAAq2AAH,6480000,Fair,B,113400,Branch,Private,
001am00002AAAq3AAH,1844000,Good,B,32270,Web,Private,
001am00002AAAq4AAH,4152000,Good,B,72660,Web,Private,
001am00002AAAq5AAH,2432800,Fair,B,42574,Call Center,Private,
001am00002AAAq6AAH,3563600,Good,B,62363,Mobile,Subsidiary,
001am00002AAAq7AAH,5036000,Good,B,88130,Mobile,Private,
001am00002AAAq8AAH,3943600,Fair,B,69013,Web,Private,
001am00002AAAq9AAH,2171600,Fair,B,38003,Web,Subsidiary,
001am00002AAAqAAAX,4620000,Good,B,80850,Web,Other,
001am00002AAAqBAAX,7397200,Good,B,129451,Call Center,Private,
001am00002AAAqCAAX,1738000,Fair,B,30415,Branch,Private,
001am00002AAAqDAAX,7902800,Good,B,138299,Call Center,Private,
001am00002AAAqEAAX,3718800,Good,B,65079,Mobile,Private,
001am00002AAAqFAAX,1000000,Fair,B,25000,Call Center,Other,
001am00002AAAqGAAX,4675600,Good,B,81823,Web,Private,
001am00002AAAqHAAX,6026800,Excellent,B,105469,Branch,Private,
001am00002AAAqIAAX,1000000,Fair,B,25000,Call Center,Private,
001am00002AAAqJAAX,1741600,Fair,B,30478,Call Center,Private,
001am00002AAAqKAAX,1779600,Good,B,31143,Branch,Other,
001am00002AAAqLAAX,1540000,Fair,B,26950,Call Center,Private,
001am00002AAAqMAAX,2166800,Good,B,37919,Other,Other,
001am00002AAAqNAAX,7282400,Good,B,127442,Branch,Private,
001am00002AAAqOAAX,1000000,Good,B,25000,Branch,Private,
001am00002AAAqPAAX,2140000,Good,B,37450,Web,Private,
001am00002AAAqQAAX,1000000,Good,B,25000,Mobile,Private,
001am00002AAAqRAAX,6232000,Good,B,109060,Other,Private,
001am00002AAAqSAAX,1000000,Fair,B,25000,Web,Private,
001am00002AAAqTAAX,2995200,Good,B,52416,Call Center,Private,
001am00002AAAqUAAX,1011200,Good,B,25000,Mobile,Private,
001am00002AAAqVAAX,1417600,Good,B,25000,Other,Public,ROBI
001am00002AAAqWAAX,1000000,Fair,B,25000,Other,Private,
001am00002AAAqXAAX,1000000,Fair,B,25000,Call Center,Private,
001am00002AAAqYAAX,8815200,Excellent,B,154266,Mobile,Private,
001am00002AAAqZAAX,2244000,Good,B,39270,Web,Private,
001am00002AAAqaAAH,1421200,Fair,B,25000,Other,Private,
001am00002AAAqbAAH,1000000,Fair,B,25000,Mobile,Private,
001am00002AAAqcAAH,2338000,Fair,B,40915,Branch,Private,
001am00002AAAqdAAH,6370000,Excellent,B,111475,Call Center,Private,
001am00002AAAqeAAH,7261200,Good,B,127071,Other,Private,
001am00002AAAqfAAH,1404400,Good,B,25000,Branch,Private,
001am00002AAAqgAAH,5695200,Good,B,99666,Other,Private,
001am00002AAAqhAAH,7406400,Good,B,129612,Mobile,Private,
001am00002AAAqiAAH,6247200,Good,B,109326,Call Center,Public,NOVA
001am00002AAAqjAAH,11463200,Good,B,200606,Other,Subsidiary,
001am00002AAAqkAAH,3019600,Fair,B,52843,Branch,Private,
001am00002AAAqlAAH,3112000,Fair,B,54460,Branch,Private,
001am00002AAAqmAAH,5655200,Excellent,B,98966,Web,Private,
001am00002AAAqnAAH,1473600,Fair,B,25788,Call Center,Private,
001am00002AAAqoAAH,1206800,Fair,B,25000,Web,Public,BROO
001am00002AAAqpAAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAAqqAAH,2460000,Fair,B,43050,Other,Private,
001am00002AAAqrAAH,2262800,Good,B,39599,Call Center,Private,
001am00002AAAqsAAH,5696800,Good,B,99694,Other,Private,
001am00002AAAqtAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAAquAAH,1360000,Fair,B,25000,Call Center,Private,
001am00002AAAqvAAH,2762800,Fair,B,48349,Other,Private,
001am00002AAAqwAAH,1657200,Fair,B,29001,Web,Private,
001am00002AAAqxAAH,1000000,Fair,B,25000,Web,Private,
001am00002AAAqyAAH,3744800,Fair,B,65534,Web,Private,
001am00002AAAqzAAH,1000000,Good,B,25000,Web,Private,
001am00002AAAr0AAH,3137200,Fair,B,54901,Call Center,Private,
001am00002AAAr1AAH,5728800,Excellent,B,100254,Branch,Public,VELA
001am00002AAAr2AAH,3318800,Fair,B,58079,Other,Private,
001am00002AAAr3AAH,1524800,Good,B,26684,Mobile,Public,WALK
001am00002AAAr4AAH,2116000,Good,B,37030,Other,Private,
001am00002AAAr5AAH,5898400,Good,B,103222,Call Center,Private,
001am00002AAAr6AAH,15324400,Fair,B,268177,Web,Subsidiary,
001am00002AAAr7AAH,1281600,Fair,B,25000,Branch,Private,
001am00002AAAr8AAH,3002800,Fair,B,52549,Web,Private,
001am00002AAAr9AAH,3798400,Good,B,66472,Call Center,Public,MCIN
001am00002AAArAAAX,2496400,Fair,B,43687,Mobile,Private,
001am00002AAArBAAX,2208800,Fair,B,38654,Other,Public,GONZ
001am00002AAArCAAX,2519200,Fair,B,44086,Mobile,Private,
001am00002AAArDAAX,1706000,Good,B,29855,Other,Private,
001am00002AAArEAAX,1360800,Fair,B,25000,Branch,Private,
001am00002AAArFAAX,1169200,Good,B,25000,Other,Private,
001am00002AAArGAAX,1907200,Poor,B,33376,Mobile,Private,
001am00002AAArHAAX,5850000,Excellent,B,102375,Web,Public,CLAR
001am00002AAArIAAX,9855600,Fair,B,172473,Branch,Private,
001am00002AAArJAAX,1739200,Good,B,30436,Web,Private,
001am00002AAArKAAX,1360400,Good,B,25000,Other,Subsidiary,
001am00002AAArLAAX,2216800,Good,B,38794,Call Center,Public,ALEX
001am00002AAArMAAX,1000000,Good,B,25000,Branch,Private,
001am00002AAArNAAX,29678800,Good,B,519379,Mobile,Private,
001am00002AAArOAAX,9468400,Excellent,B,165697,Other,Private,
001am00002AAArPAAX,1214800,Good,B,25000,Other,Private,
001am00002AAArQAAX,1000000,Fair,B,25000,Branch,Private,
001am00002AAArRAAX,9136800,Good,B,159894,Web,Private,
001am00002AAArSAAX,7526000,Good,B,131705,Call Center,Private,
001am00002AAArTAAX,2112800,Fair,B,36974,Mobile,Private,
001am00002AAArUAAX,2329200,Good,B,40761,Web,Private,
001am00002AAArVAAX,1150000,Good,B,25000,Other,Subsidiary,
001am00002AAArWAAX,4661600,Excellent,B,81578,Branch,Other,
001am00002AAArXAAX,6671600,Excellent,B,116753,Web,Private,
001am00002AAArYAAX,10524000,Good,B,184170,Branch,Private,
001am00002AAArZAAX,5804000,Excellent,B,101570,Call Center,Private,
001am00002AAAraAAH,7018800,Good,B,122829,Branch,Private,
001am00002AAArbAAH,2402400,Good,B,42042,Mobile,Private,
001am00002AAArcAAH,4810000,Good,B,84175,Web,Subsidiary,
001am00002AAArdAAH,1446000,Fair,B,25305,Branch,Private,
001am00002AAAreAAH,2806400,Fair,B,49112,Branch,Other,
001am00002AAArfAAH,19216800,Fair,B,336294,Other,Subsidiary,
001am00002AAArgAAH,3354400,Fair,B,58702,Call Center,Private,
001am00002AAArhAAH,5648800,Good,B,98854,Other,Subsidiary,
001am00002AAAriAAH,2556000,Good,B,44730,Call Center,Private,
001am00002AAArjAAH,1000000,Good,B,25000,Branch,Public,CLAR
001am00002AAArkAAH,9880800,Excellent,B,172914,Branch,Other,
001am00002AAArlAAH,1402000,Fair,B,25000,Other,Private,
001am00002AAArmAAH,2988400,Fair,B,52297,Web,Private,
001am00002AAArnAAH,3989600,Good,B,69818,Call Center,Private,
001am00002AAAroAAH,3931200,Good,B,68796,Web,Private,
001am00002AAArpAAH,1146400,Fair,B,25000,Mobile,Private,
001am00002AAArqAAH,3938400,Fair,B,68922,Web,Public,SCOT
001am00002AAArrAAH,2841200,Good,B,49721,Branch,Private,
001am00002AAArsAAH,1000000,Good,B,25000,Branch,Private,
001am00002AAArtAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAAruAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAArvAAH,1000000,Fair,B,25000,Call Center,Public,ROJA
001am00002AAArwAAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAArxAAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAAryAAH,2467600,Good,B,43183,Web,Private,
001am00002AAArzAAH,1000000,Good,B,25000,Mobile,Private,
001am00002AAAs0AAH,2938400,Fair,B,51422,Other,Private,
001am00002AAAs1AAH,6771600,Good,B,118503,Web,Other,
001am00002AAAs2AAH,1370800,Good,B,25000,Branch,Private,
001am00002AAAs3AAH,1000000,Good,B,25000,Call Center,Private,
001am00002AAAs4AAH,1000000,Good,B,25000,Web,Private,
001am00002AAAs5AAH,2141200,Poor,B,37471,Branch,Private,
001am00002AAAs6AAH,1733200,Fair,B,30331,Mobile,Private,
001am00002AAAs7AAH,1496400,Good,B,26187,Web,Private,
001am00002AAAs8AAH,11445200,Excellent,B,200291,Other,Private,
001am00002AAAs9AAH,5464000,Good,B,95620,Web,Other,
001am00002AAAsAAAX,4654400,Excellent,B,81452,Call Center,Private,
001am00002AAAsBAAX,9831200,Fair,B,172046,Call Center,Private,
001am00002AAAsCAAX,3666400,Good,B,64162,Other,Private,
001am00002AAAsDAAX,1000000,Excellent,B,25000,Web,Private,
001am00002AAAsEAAX,2131200,Good,B,37296,Branch,Private,
001am00002AAAsFAAX,4718800,Excellent,B,82579,Call Center,Private,
001am00002AAAsGAAX,2127600,Good,B,37233,Mobile,Private,
001am00002AAAsHAAX,2255600,Good,B,39473,Mobile,Private,
001am00002AAAsIAAX,14197600,Excellent,B,248458,Web,Private,
001am00002AAAsJAAX,5077200,Excellent,B,88851,Branch,Private,
001am00002AAAsKAAX,1000000,Good,B,25000,Other,Private,
001am00002AAAsLAAX,2138400,Fair,B,37422,Branch,Public,EVAN
001am00002AAAsMAAX,5996400,Excellent,B,104937,Mobile,Private,
001am00002AAAsNAAX,1296000,Good,B,25000,Call Center,Private,
001am00002AAAsOAAX,4368000,Excellent,B,76440,Web,Private,
001am00002AAAsPAAX,1594400,Good,B,27902,Other,Private,
001am00002AAAsQAAX,5262400,Good,B,92092,Other,Private,
001am00002AAAsRAAX,12032000,Excellent,B,210560,Mobile,Public,HERN
001am00002AAAsSAAX,8187200,Good,B,143276,Mobile,Private,
001am00002AAAsTAAX,2697200,Fair,B,47201,Call Center,Other,
001am00002AAAsUAAX,5368800,Excellent,B,93954,Branch,Private,
001am00002AAAsVAAX,1924400,Fair,B,33677,Branch,Public,BROW
001am00002AAAsWAAX,4043600,Good,B,70763,Call Center,Private,
001am00002AAAsXAAX,6209600,Excellent,B,108668,Call Center,Private,
001am00002AAAsYAAX,2780000,Good,B,48650,Mobile,Private,
001am00002AAAsZAAX,1000000,Good,B,25000,Call Center,Private,
001am00002AAAsaAAH,1141600,Fair,B,25000,Other,Public,KEMP
001am00002AAAsbAAH,2766000,Good,B,48405,Web,Private,
001am00002AAAscAAH,4364800,Excellent,B,76384,Mobile,Private,
001am00002AAAsdAAH,1348000,Good,B,25000,Branch,Private,
001am00002AAAseAAH,1433200,Good,B,25081,Other,Private,
001am00002AAAsfAAH,3091200,Fair,B,54096,Mobile,Private,
001am00002AAAsgAAH,5336400,Good,B,93387,Other,Private,
001am00002AAAshAAH,4333200,Good,B,75831,Call Center,Private,
001am00002AAAsiAAH,5488800,Fair,B,96054,Branch,Private,
001am00002AAAsjAAH,6538400,Excellent,B,114422,Other,Private,
001am00002AAAskAAH,4975200,Good,B,87066,Call Center,Private,
001am00002AAAslAAH,7729600,Excellent,B,135268,Mobile,Private,
001am00002AAAsmAAH,2182800,Fair,B,38199,Mobile,Private,
001am00002AAAsnAAH,1000000,Fair,B,25000,Other,Private,
001am00002AAAsoAAH,1991200,Excellent,B,34846,Call Center,Subsidiary,
001am00002AAAspAAH,4984000,Excellent,B,87220,Call Center,Private,
001am00002AAAsqAAH,5049200,Excellent,B,88361,Branch,Other,
001am00002AAAsrAAH,2177200,Fair,B,38101,Branch,Private,
001am00002AAAssAAH,2227200,Fair,B,38976,Call Center,Private,
001am00002AAAstAAH,1607200,Fair,B,28126,Other,Subsidiary,
001am00002AAAsuAAH,3622000,Good,B,63385,Call Center,Private,
001am00002AAAsvAAH,3921200,Fair,B,68621,Web,Private,
001am00002AAAswAAH,1000000,Good,B,25000,Web,Private,
001am00002AAAsxAAH,1000000,Fair,B,25000,Web,Private,
001am00002AAAsyAAH,8769200,Excellent,B,153461,Other,Private,
001am00002AAAszAAH,2162800,Fair,B,37849,Web,Private,
001am00002AAAt0AAH,1768000,Fair,B,30940,Other,Private,
001am00002AAAt1AAH,9700000,Good,B,169750,Mobile,Private,
001am00002AAAt2AAH,6044800,Excellent,B,105784,Call Center,Public,WARD
001am00002AAAt3AAH,15082000,Good,B,263935,Other,Private,
001am00002AAAt4AAH,3595600,Good,B,62923,Branch,Private,
